Gene,Condition,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
Gene_183,Target,6.532924769,8.251855336,5.428527414,7.819754452,8.391096088,4.390474991,7.647746597,6.637020418,7.110221751,6.729925852,5.692097307,5.928280305,5.593130101,4.893707231,4.575870871,4.859686248,4.772708849,5.205061938,4.175404511,5.584580584
Gene_184,Target,4.001701334,3.515718494,5.257777483,5.415290004,6.025419573,5.726076068,5.219787376,5.691599612,4.019502265,3.859390296,6.784512003,8.044728536,8.661470375,8.906392247,9.483701453,8.329200588,7.871808551,7.338723057,8.25406822,7.935644725
Gene_185,Target,6.674870683,6.322976935,5.994135102,6.017053002,8.468830362,7.250617833,6.569928243,5.42080892,7.192863737,6.502699945,4.914108449,4.792851245,5.776055389,4.931364741,4.821998583,7.372838479,6.087204198,5.130018231,4.268802003,6.179129684
Gene_186,Target,4.067350444,4.951935827,5.852585749,4.588687885,4.632790176,5.440309141,5.139471133,4.750747388,4.790625965,5.250899226,8.466728667,9.294261816,7.580767721,9.316659451,6.534783643,7.35491343,6.64709815,8.309441562,8.420861381,6.633974581
Gene_187,Target,7.047864472,6.086133726,7.493842855,5.445086161,7.864717316,6.955592068,5.964057306,6.917077888,6.734332975,6.635538626,3.502650908,4.414789844,4.826672377,3.516747793,5.302361385,6.373116386,5.7820872,4.201467042,4.343133783,4.534307746
Gene_188,Target,5.605893415,4.960480463,4.054943497,3.488015389,5.559297163,3.95603655,5.497012072,5.073070916,5.721771015,6.094171501,6.576705611,9.022303658,8.687815079,7.69254511,7.980250944,8.488398386,8.66050081,6.285956673,9.458856981,6.592104517
Gene_189,Target,4.918835881,7.954239386,5.488407746,6.775856866,5.653471104,5.205415691,6.557886004,7.647112024,7.31589938,6.357526184,4.984242953,4.901304853,4.976475511,4.553961705,5.360949903,3.917297489,5.377517396,4.660592296,4.664401408,5.705804094
Gene_190,Target,4.572428178,4.014649748,3.796961658,5.669032743,2.666712623,4.583084426,5.181456388,3.625039592,5.006962959,5.670240019,6.175571413,7.112786041,9.762262444,7.345375579,7.03390554,7.142281438,7.5656806,8.185919886,7.296332733,8.201719599
Gene_191,Target,7.701952747,7.336181512,7.749825701,6.199117665,6.877258607,7.664288592,7.054957883,7.212695034,7.05086068,7.182916851,4.975327072,3.900609002,5.173999331,4.544633278,6.435778862,4.47040983,5.152151396,3.026738676,4.341121239,4.171547351
Gene_192,Target,6.231703543,4.848914049,5.144956275,5.300296912,4.468888521,5.300715142,6.506624041,5.61699271,5.714400058,4.165477174,8.179047539,8.293346437,7.34489837,8.117420548,9.97352809,7.025466768,8.552947651,6.92617887,8.351996769,6.958175224
Gene_193,Target,7.590351152,5.731560101,7.020477665,8.341316259,6.777525913,6.893602406,8.404190312,9.036296553,9.483105113,6.606374676,3.944863409,5.651154342,5.435595444,6.285208234,5.150213368,5.160819359,6.513758634,5.16199077,5.682235127,5.484517545
Gene_194,Target,4.95552808,4.465188837,4.662452156,3.051473032,6.278455016,3.404889171,4.409299517,4.629668954,6.205528357,5.057850704,8.944225289,7.705768151,9.671368448,8.486997818,8.547294217,8.877530984,6.517767747,7.989475988,8.214424249,7.233270752
Gene_195,Target,7.01217052,6.278659669,7.21974743,5.215171777,7.284409589,6.363726506,7.939339897,5.026889502,7.042513309,6.779090358,5.940523613,3.419988891,4.451268985,5.711861517,5.612873623,5.356334108,5.288570307,3.331458286,5.851062197,5.215776063
Gene_196,Target,3.185292915,4.82654867,5.953767761,5.703787584,4.36871505,5.907591768,4.603036674,5.381958965,5.928532701,5.390576089,7.347297451,8.819982367,9.477430086,7.070803566,7.817805667,9.003658472,7.148008112,6.280624197,7.505300965,9.066489777
Gene_197,Target,5.638152367,6.751696169,7.961930078,7.046927454,7.566919054,8.62398016,7.900771211,7.591190651,7.490986408,5.841583396,5.839196893,5.542106622,5.403620734,5.057200344,3.728952117,5.153593752,6.254956095,4.38828704,3.199150753,6.83802787
Gene_198,Target,4.435722063,6.140356601,5.62405347,6.6577361,4.957909415,4.699555472,6.732257979,7.156529823,5.31851888,5.169847046,8.742349498,7.32746331,8.497826152,7.010387998,7.702520386,8.794883534,7.23704659,8.850860624,8.50217906,9.433742536
Gene_199,Target,9.165662989,6.424624242,7.390638833,8.558663781,7.199045428,6.346186999,6.002429195,8.400444303,9.599491706,5.952699717,5.110537304,3.431930854,5.069671206,4.692820135,4.987946714,7.894854391,3.601319522,5.432113402,6.832657717,4.388977457
Gene_200,Target,4.180657287,5.04830946,6.30055137,4.65687516,3.974208729,5.070548542,2.982180732,3.524544879,6.086462798,5.458815574,5.82600357,8.617616257,5.695204648,7.553031288,8.299490677,6.571525413,9.267497484,9.21450579,7.325144069,9.12102191
Gene_201,Target,7.196549777,7.650113189,7.671004188,5.715842235,4.973890417,9.205326064,7.23138993,7.37564226,5.807031482,8.132549842,6.839476795,6.527870105,2.976372977,3.959492001,5.097791602,5.696840799,4.456111483,4.141450698,5.229785936,4.057356848
Gene_202,Target,7.043504302,3.1745046,5.508792207,3.003672793,4.505677083,6.484337284,6.121768574,3.600139352,3.523901964,5.05810584,7.047023361,8.405770115,7.016061516,6.389876984,7.569831232,6.775789367,9.086641967,7.66519442,7.962159296,9.38059133
Gene_203,Target,8.857821242,6.947049782,7.333336201,8.309097682,6.825537755,5.956374135,7.994200366,5.47536546,6.754746871,6.597844922,4.477255664,2.246391246,4.413099758,6.266312931,4.531129345,4.380956815,4.333860517,4.125260706,5.146021704,5.592780708
Gene_204,Target,6.44870575,3.433908711,5.395353331,4.84676604,5.285286019,3.968282732,5.045511418,3.846386213,5.659703276,4.053810183,8.063547279,5.872767323,8.326966861,9.107722898,8.766162877,9.053672982,6.644057202,7.830698613,7.930299012,8.720195649
Gene_205,Target,6.832218123,6.796721084,8.67812825,8.090935128,5.24355537,6.615389207,6.007841813,9.971585033,6.505665469,8.148039783,5.096271249,5.10883021,5.495236949,4.857356502,5.832936996,5.559823773,3.314904054,4.444387687,4.476646877,4.493895674
Gene_206,Target,6.065284885,6.487027034,4.078199051,5.541435466,3.830232074,4.442919623,5.298465544,4.811077211,4.319549797,3.742551458,7.688233463,8.052498046,8.562233812,7.124183177,8.586755963,6.836160429,7.453887978,8.45037717,7.307484526,7.220403891
Gene_207,Target,6.95266734,7.035434566,7.934481959,6.76661398,5.299211917,6.344161901,6.369529532,6.067672411,7.321903702,9.501765096,5.794167471,4.84516044,5.503667184,6.442768241,4.690732823,5.664480471,5.561899116,4.877365174,5.056546007,5.651891003
Gene_208,Target,4.973761357,4.660491004,4.40601002,5.290962076,4.944978002,4.628261723,5.17658847,4.226933078,4.197580392,6.373566133,7.118643937,8.315788061,7.031613421,7.769390354,8.390362282,6.990463216,8.595038671,8.218915229,7.683393709,8.245466542
Gene_209,Target,7.075044835,6.160349966,5.60293608,7.106131769,5.99527883,6.964780011,5.351923835,6.07096751,7.272110814,8.045322795,5.169278549,4.005565017,4.584662602,6.093636127,5.518684258,5.787040339,5.996700954,5.377467977,6.109379998,4.026786044
Gene_210,Target,5.299645256,4.660517679,5.201738895,6.325397971,5.503793482,4.370363306,4.649845887,4.048661373,4.910185749,4.500403102,8.791572695,7.507272396,8.710314711,8.720730134,7.564669784,9.426491743,8.026924305,7.347181578,8.074399351,7.009037482
Gene_211,Target,7.65099328,6.104832012,8.292992935,4.925793414,5.887539878,6.661654108,6.29930248,8.346945171,6.939574028,7.354804416,5.707369557,5.152877951,5.961010038,5.439716227,5.698213804,3.513992536,3.873678266,2.773592514,4.746727136,6.431756496
Gene_212,Target,4.021597168,5.315063222,5.440956164,5.238526399,4.715777386,4.381855957,4.363232039,5.017453247,6.299638411,4.206492515,7.877465613,8.099268157,8.79141349,7.768671883,8.637717307,6.503267192,8.718399655,8.096371008,6.904354726,5.669641364
Gene_213,Target,6.634663365,7.668860732,7.319055296,6.63583361,7.050065356,7.155990602,6.247589474,7.054555079,7.112268547,6.27716854,5.198195564,5.310560314,5.526323602,5.711046522,5.410310613,5.301398927,4.904569904,5.448760305,3.730754958,5.654270193
Gene_214,Target,4.465090625,7.337528823,4.403661941,2.112370171,6.372085301,4.401347618,5.592950918,5.22574207,6.096312062,4.096733976,6.810938409,9.064969,7.041432532,6.466305882,8.777969495,7.934741724,10.27820422,8.343609623,7.64690726,7.37281545
Gene_215,Target,8.684608673,5.785072116,7.616962045,7.561680015,6.427194068,8.53571788,6.252344536,6.980528142,7.387628404,9.323125973,5.615152238,6.731548029,4.271437377,3.254559693,5.889356785,3.371531,3.657789636,5.610770202,4.944223373,5.847019282
Gene_216,Target,6.433174741,5.912744883,5.382329981,5.552018614,5.144826652,6.708392286,5.052389382,5.807143832,4.05988372,5.039242237,6.002372672,8.138729602,6.511723234,7.867125616,7.759883126,8.972019278,7.357768549,7.335821557,6.026986289,8.620381701
Gene_217,Target,8.088671618,6.773922761,8.48023794,6.590243945,5.997677958,7.229145399,7.686284539,5.506479627,5.364366598,7.046419881,5.480435287,2.655513626,3.2938125,5.30776994,5.888734457,4.619064411,6.200422371,4.386213582,4.833304187,6.349742741
Gene_218,Target,4.918442637,5.025873102,4.100129293,5.067010604,4.355734415,3.200560483,4.029508128,4.761350909,5.163631746,6.068035896,8.038534227,7.872593276,9.10613339,10.41505639,7.91456225,9.177985591,8.486182865,7.923954022,6.07911495,7.032447254
Gene_219,Target,6.443256068,5.889792816,5.83875006,6.587074515,7.951889434,6.079819473,7.118175118,6.797007205,7.793099799,7.038436841,4.831837008,4.415810591,5.891898667,6.139333076,5.019442483,8.271782751,4.997006788,7.92382395,4.866120478,3.429292938
Gene_220,Target,3.57523342,4.128530057,6.478407982,6.703323302,5.397608593,5.308495293,4.463044707,4.323324404,4.282096898,4.129450005,7.46007755,7.377310232,8.52853745,8.770818672,9.603180754,5.551378646,8.495119682,7.681531522,7.733609397,6.35829589
Gene_221,Target,6.967121945,6.223992895,7.355759428,5.887190816,10.44599198,6.217901133,6.717796689,5.771233809,6.674827003,9.134254605,4.613107917,5.610203858,4.060220225,6.538363588,5.468351598,4.283366972,5.230438945,4.613136309,5.508708467,4.190603403
Gene_222,Target,5.46321586,6.583178361,6.262761628,5.304992513,5.333676635,5.421503009,5.898379756,5.385927147,5.606090117,5.637811528,8.227793844,8.720449424,8.057839357,9.011286386,7.571748627,8.193770942,8.032464112,6.925845446,9.19882599,6.837566787
Gene_223,Target,8.305129221,5.931533524,6.017916534,7.860888491,6.918255073,5.154809161,8.503420382,4.511472569,6.307473979,5.479660657,4.432032498,5.088681129,4.666459225,4.42114585,4.836204144,5.269165411,4.144240418,2.925143773,4.074154136,3.095642209
Gene_224,Target,5.635338734,6.870158388,3.854538062,4.114564556,4.124466099,5.788390456,5.031344684,5.488947816,5.771469879,5.247834609,8.447831638,6.837434735,7.938211718,7.383896535,6.695170696,6.831015657,8.937609548,6.699453013,7.595671973,8.982565049
Gene_225,Target,7.329259493,7.652347233,7.331379358,6.851124663,4.800282422,6.391161485,5.62169203,6.621915714,9.054107073,7.138225403,4.280853722,5.888692441,5.491372928,4.919649931,4.772368749,4.854514417,4.928579974,5.619530245,5.127656676,4.372623354
Gene_226,Target,5.834371494,4.301596052,6.309240482,4.019822373,5.747985103,6.257796621,6.222183352,4.887839157,5.692200143,2.8623585,8.444235984,7.890713126,8.599824656,8.108759074,9.294796899,7.829349244,8.733739519,7.894043918,8.655762572,6.768733907
Gene_227,Target,7.606569514,6.610409544,7.39481502,6.124681451,7.541640912,9.991525327,8.540520506,7.980378795,6.380985032,7.324860466,4.841661669,3.014871105,4.759832103,4.683461954,4.910369684,4.467993006,5.65182896,6.91858058,6.155657151,5.660185179
Gene_228,Target,5.055069088,5.07573238,6.157522582,6.281648899,4.408053143,5.94980335,3.816890215,3.807341395,6.595783335,5.036939269,8.033782099,8.97902302,7.803343414,7.153335613,8.138357325,6.291366664,7.527533896,7.843259839,6.557437315,8.184764336
Gene_229,Target,6.267266897,8.114077533,6.718957964,5.908999723,7.239222738,6.946782316,7.040317882,7.215454744,6.605979,6.673409126,5.648003818,6.626737016,3.074306227,4.864319587,5.979682305,3.820788068,6.166813375,4.620772585,5.707752121,6.473765778
Gene_230,Target,5.898576833,6.214315023,2.792172942,3.726637196,5.581466658,4.089219202,4.448125504,6.384222247,5.116494124,5.045317878,7.754414368,6.402104481,6.119426035,7.782233756,8.354738795,6.681055219,6.192219903,9.275509137,8.506998351,8.482094872
Gene_231,Target,7.917096498,7.55474357,5.944497318,8.250155056,5.722639947,6.521411679,7.333595621,7.280998469,7.589335501,7.876592079,4.190327669,3.712573712,3.832266911,5.574483137,4.537245724,5.412912129,6.182981611,4.328266023,5.924698947,4.355107484
Gene_232,Target,5.616813885,5.034074598,4.149560552,5.947850372,5.722604399,4.131393748,5.037701805,7.52239807,4.248137209,4.833287138,9.40289307,6.886302273,10.38041364,7.332697855,7.478567804,7.961446244,9.074676422,11.23554282,8.483314635,8.619616219
Gene_233,Target,5.626471326,7.141241739,4.640217361,6.741726757,8.461425094,6.80192995,6.942357367,7.039044641,6.87627051,7.100049582,3.488766581,4.519128568,4.658412352,5.569773368,5.207376636,4.241407528,5.849013845,6.226585421,3.720582329,5.184011111
Gene_234,Target,4.250974234,4.391851469,5.419863625,5.841849796,5.380156937,4.46515567,6.129712009,6.031889632,4.010617424,5.313168526,6.84033523,9.466733539,8.270059578,9.067135321,8.388143802,7.891729613,8.750488542,6.896682253,6.567317574,7.368846362
Gene_235,Target,7.263617951,6.586311929,6.534881258,7.920851504,6.497807286,7.974456872,6.227064082,6.743516637,6.173686655,6.573800678,3.838303132,5.446986972,6.182314299,5.283358694,6.712267845,3.359899995,4.248447926,5.524644403,5.633379288,5.326996719
Gene_236,Target,6.745684992,6.675389566,3.540695639,4.582595747,3.565966629,3.969226028,5.248256394,5.351407774,4.219548305,5.301600445,7.272164572,8.249413869,8.113145256,7.715987419,7.039907537,7.53467494,8.491146204,7.505818156,7.674492208,6.930239318
Gene_237,Target,6.565885203,6.975143356,6.270891155,6.617287661,5.89930588,7.749164757,9.209775178,6.574769771,7.466666287,8.581967447,4.615555838,4.610835016,5.647275143,4.047654201,4.826863497,4.446834925,4.032162976,5.420695959,4.861186107,7.169525792
Gene_238,Target,2.156982105,5.64528193,4.178678293,4.71377083,3.911199016,5.578400489,6.355417769,5.489112201,4.088143476,6.614477469,7.836273334,8.178738702,7.950761371,7.784199276,8.080977083,6.969447263,9.153211302,8.646328885,8.078828555,8.94540573
Gene_239,Target,5.777851209,8.085128964,7.212001874,7.503221027,6.544288006,6.217706413,6.45379695,8.036253046,8.090776655,8.554872398,4.938002795,4.243943557,6.472466174,3.448055105,4.841114622,5.60325702,3.837715261,3.439904216,5.489185586,6.621050507
Gene_240,Target,4.285263472,4.313312563,4.058396234,6.484725999,4.292064806,4.162556194,4.195970011,4.41209601,4.402282058,5.606447475,8.301728113,8.474748254,7.36979971,8.72451431,4.956865157,9.127702171,8.199846383,7.594897814,8.475527499,6.776877916
Gene_241,Target,6.367286445,7.109171618,5.437443416,6.959754567,6.96367007,6.721074419,5.706870551,8.166800806,5.514625953,5.52287959,4.417359644,6.549303791,5.106882931,5.259566729,4.784011298,5.270847412,5.633189247,5.707469332,6.370681468,4.221943866
Gene_242,Target,4.841886455,5.413538663,5.825075725,4.666977751,5.650773965,4.451547317,4.658523547,6.012143766,3.117245498,5.221546741,8.925939992,7.655223018,8.62485573,7.293503706,8.171207414,8.009778757,7.971408282,6.724212736,7.837411959,7.186047332
Gene_243,Target,6.640392719,8.024243995,6.433407418,6.967270839,7.103023622,6.810533966,7.806090491,6.957552176,7.154898226,6.1097188,4.617740924,4.352995568,5.474278292,6.151528923,4.539368506,2.784737615,4.154487227,4.065724105,6.180754787,5.142993684
Gene_244,Target,6.564737459,5.400904128,3.452442779,5.494910618,4.252146105,5.000603359,4.898346629,4.855941857,4.668630943,6.921208155,9.509854858,7.110715602,8.198680207,9.15136468,9.102525571,7.104616954,9.409800899,7.295404203,8.126642533,8.168755804
Gene_245,Target,5.080008875,6.86669258,4.899613427,5.033661496,7.320515432,7.341243421,7.974334701,7.379546198,6.326230704,6.199272926,5.804554507,6.451035649,5.798793711,5.216924789,4.931002804,6.628416962,2.508313019,5.992909101,4.832304718,3.87289882
Gene_246,Target,5.83666204,4.019721354,5.344005988,5.185534561,5.141199613,3.147902597,5.162420018,4.506821037,4.296214933,3.816379294,6.861301818,7.154396531,9.246990408,8.695165012,8.27483248,9.716485273,9.612081197,8.902960768,6.816558014,9.433080024
Gene_247,Target,6.797873365,6.757328702,7.23754012,7.062937716,6.506119946,7.684869475,6.51795751,6.435204833,6.745706592,6.240317129,5.153682006,4.902746502,4.704099424,5.463791382,3.175169062,5.252441912,5.901248254,5.88044069,7.231770099,4.36016517
Gene_248,Target,4.019896346,5.326097976,3.314737605,6.210691572,3.952886409,5.438546776,4.662194812,2.620523614,5.259344892,3.896995317,8.922301059,5.54850899,7.868996181,6.94660299,9.127165901,7.272165361,8.935340589,7.531707896,8.129821069,9.462352841
Gene_249,Target,6.317830624,8.818618387,7.986158368,8.284601322,4.753599431,6.831483368,5.533383372,7.759275036,8.222777029,6.382464611,4.488226058,3.378419807,5.790937635,6.461521955,3.300067784,3.187485255,6.144141097,6.348541857,5.371556455,5.242249032
Gene_250,Target,4.378741452,5.339038071,4.547859874,7.043233213,4.550662315,1.862615472,5.499962209,3.74285841,5.822761428,3.453903919,7.741219241,8.390407377,7.802729797,6.053050521,6.572361827,7.149581958,9.624469093,7.873361839,9.275602027,8.179496177
Gene_251,Target,6.505826121,8.127593466,5.853050451,8.481018597,7.916191212,7.335131017,7.574675328,7.203619662,6.552958808,6.656474072,4.396164204,6.238672518,5.599492053,4.891266242,3.861143035,5.319855339,3.993451866,4.148387957,7.038786045,3.604017776
Gene_252,Target,4.117005003,4.41919387,4.404244313,3.874474618,4.812274511,3.961957957,6.342460547,5.123512925,5.85814779,3.594572077,7.985542903,8.545575681,8.098112089,8.017596629,6.96571988,7.37128287,7.595098593,7.197628784,8.763807156,9.759612936
Gene_253,Target,8.315180082,7.422840229,6.88169231,7.576005728,6.211385793,7.264917112,7.166466198,4.654976786,8.89663702,5.668438565,2.37412236,4.999657528,5.107412295,4.991994569,5.140564614,3.815072662,5.592497104,6.380687581,4.161271416,5.305874236
Gene_254,Target,4.729099682,4.939214095,5.975708455,5.277768209,6.931841066,4.667709394,6.481943293,4.544344436,4.768677598,4.672882373,8.28790203,8.466534227,8.145161087,8.599325334,7.218067658,7.761121484,8.652135347,9.038078571,8.338341103,8.709389826
Gene_255,Target,7.840061158,7.609308995,6.776282333,6.835656082,7.621993832,6.544616176,6.868016243,6.908192992,5.413190993,7.334188898,5.570006843,4.938896633,6.7940672,4.824217631,5.578799237,5.532598128,5.784679058,5.417712087,4.80871942,5.563353249
Gene_256,Target,5.253522341,5.24352214,5.71959025,5.77273298,4.991477136,4.610930845,6.328233354,5.053012552,4.623734842,4.053761653,8.269989483,8.387150587,6.861947399,6.65164551,8.18419712,7.181100345,9.3486153,6.892800596,6.451096885,7.93015206
Gene_257,Target,7.46800509,7.156881146,6.879140363,7.378800825,6.231614356,7.226991933,6.166312733,6.195605145,7.106715469,7.411464909,4.130878435,3.449022448,3.973650022,2.999797012,5.129017185,5.58476877,6.801929145,4.105271619,4.527462187,4.891491199
Gene_258,Target,5.237583035,4.201651686,5.92933218,4.62031084,5.985170574,3.370781693,4.837765335,5.345774731,4.507809076,4.52131323,7.36226574,8.103420707,9.262298359,6.975700889,7.900996541,7.517433135,9.413203221,9.927728182,8.500733128,8.066310875
Gene_259,Target,8.366249803,6.538384868,6.943179619,8.050228579,7.105713735,6.524587153,7.184986352,6.552366174,8.869918423,6.616776393,5.940762582,5.001140379,6.330351037,5.930724347,4.351243072,5.282057595,4.854183572,5.502782858,4.953639089,5.470334653
Gene_260,Target,4.883020896,5.955642403,5.313166943,3.684134573,4.979270321,4.663337095,6.116436739,3.848330663,2.955005032,5.46767533,8.941962064,8.452910356,9.352782651,8.901955688,7.069689868,8.930524994,7.411223359,9.105087558,8.992881908,7.95021196
Gene_261,Target,8.067937158,6.732102478,8.011005599,4.69356545,5.948607721,7.147557425,6.48934033,4.332041763,6.164769376,8.613958586,3.79122111,5.166938041,4.506101355,5.018316002,4.822635052,4.864085762,4.877491845,2.823006411,5.000559585,5.128351965
Gene_262,Target,5.412336688,6.367239173,5.03676014,5.270771896,3.57234369,5.099574681,3.444548122,6.998489305,4.642977431,5.35216089,8.441335798,6.692507018,8.466880857,6.927100055,8.458505667,7.381194909,7.320062608,8.414206182,8.366427286,7.751093336
Gene_263,Target,6.263670575,7.194005755,6.951246218,7.95950048,6.367916064,6.876932526,9.270783217,5.716083574,7.317251422,7.410650514,4.5511095,4.290323937,3.542795939,3.58240355,4.735979309,6.252786809,5.053707684,6.545719707,4.397763711,5.5786026
Gene_264,Target,5.124398606,5.362650091,5.205401538,5.777727574,4.992268169,5.968502349,5.490184917,4.99046268,4.887190012,3.723328789,7.351399401,7.736692437,8.935634309,8.791319019,7.193724987,7.523677277,9.737139399,6.587482905,8.179352063,8.27765596
Gene_265,Target,6.498296777,5.627509541,6.606482549,9.688524331,6.890233222,6.776879034,7.179366928,5.83118406,7.751196527,7.719396103,4.651854825,5.059333846,4.494961522,5.689891731,3.341221227,4.777749002,5.623421655,6.687336438,4.091498498,3.881377904
Gene_266,Target,4.89178899,4.942480764,5.758042252,4.885611893,4.425981717,6.889939245,4.67084696,5.880877843,5.744416338,4.560257292,9.662436358,6.844201353,7.062261261,9.167121799,6.442541761,8.637357199,8.197449515,8.739473321,8.781435892,7.334449081
Gene_267,Target,6.315577691,7.814295614,7.888384026,5.886328267,5.768108306,5.925340179,6.98522094,6.978939636,9.327591884,7.537578618,4.849066237,4.472059801,4.464943526,4.380128747,3.905852845,5.174764411,1.810813894,3.830555758,5.9915635,5.149196928
Gene_268,Target,5.55463107,4.410309298,6.409564553,4.702556323,5.587354813,5.013673277,5.479094517,4.558546147,6.244007805,4.482366266,10.85993663,7.838271265,8.126126494,7.379856397,8.733028625,8.18887948,8.635331325,8.713170709,7.231112259,8.825866377
Gene_269,Target,5.810112622,7.153363028,7.912622167,5.408535575,6.558600391,6.597039047,4.937697282,6.797435124,8.40758869,5.592605931,3.900548296,4.606924507,4.940536956,5.104925407,5.188995218,4.721797548,7.359196917,4.552365461,3.6646433,3.435218514
Gene_270,Target,4.800520443,4.460316283,6.04956872,4.812808568,5.07920206,3.382347001,4.760062017,4.728113076,3.596963491,4.08704835,7.126808445,8.827193178,8.558026883,8.69442495,9.405821531,7.678605409,9.18305691,7.734265326,9.156179868,6.746953976
Gene_271,Target,6.395797039,7.913415961,8.657456348,6.961122416,6.668708548,7.626066841,6.879356415,7.013625698,7.252213484,8.08950614,3.9344341,4.558745191,5.600319646,2.8562421,6.295443154,4.351400299,3.955637527,5.167576337,7.233777414,4.327718067
Gene_272,Target,3.505383681,4.866839902,6.170233784,4.722889712,5.599735645,6.156609065,3.28616316,5.600073975,4.482927746,4.940407539,10.24501021,8.252268329,8.8107789,7.010342247,8.430177725,7.876431892,7.768070662,8.557947657,6.49570463,9.390527769
Gene_273,Target,9.282636006,6.558799419,7.518804574,9.053861152,6.117940903,7.047126479,9.308634636,6.074739531,7.955478822,7.47350101,4.636870543,5.361853678,4.667807908,5.760384659,4.490430515,3.242847679,5.813197718,6.132327321,5.111538963,4.169873361
Gene_274,Target,4.517409987,3.682815687,3.612623985,6.132393453,2.941485473,5.558693499,4.615824972,3.674344445,4.76749249,4.810948701,9.202301677,10.39883323,9.822908992,9.626991464,9.615886359,8.928735397,7.545483583,8.171172925,6.469404741,7.222167324
Gene_275,Target,6.126965485,5.909828698,8.412655892,7.500047963,7.264507055,6.988673372,7.985935292,7.884637769,6.095138136,4.996175649,3.821525563,4.505128881,4.996757068,6.503405827,5.634769335,5.685444669,5.8104783,4.869574233,3.925916833,4.102456745
Gene_276,Target,3.642769368,3.707302194,3.482792694,5.859176031,3.785382466,5.619055381,7.345379931,4.801972088,4.815992329,5.838737528,7.985492454,7.236166768,6.580461658,8.093311869,7.572849497,8.392367468,8.282013838,9.298028396,8.600218839,9.136411292
Gene_277,Target,7.069674413,7.815918701,6.752685216,6.846363093,7.074680942,5.889736383,5.794415515,6.709338775,5.598354457,7.095682589,5.798316598,4.117553874,5.051989059,3.459017706,5.934875726,4.642825498,6.530518612,5.041809436,6.859859748,5.334886687
Gene_278,Target,4.810335126,6.012064995,5.529949314,4.444480027,5.702250024,5.630873708,5.372917674,4.643536419,4.949773399,5.878862809,9.124687485,8.297891244,7.193125144,8.753812888,8.149893353,9.137371632,6.39857395,7.255839846,8.532656441,6.647065017
Gene_279,Target,9.74869117,6.148202942,7.447210711,5.272025745,9.205051445,7.725815431,6.486092901,7.261131715,6.289522836,5.280551486,3.910541197,4.088580712,6.141344896,5.466208788,4.629611692,4.743742139,6.072265465,3.995796746,5.599403303,4.065634588
Gene_280,Target,5.716653796,6.256940263,4.562623803,5.456829688,2.79444311,5.323845334,5.314399516,5.425633379,6.216334134,4.046437576,9.399375607,7.039323088,6.36503544,10.20591227,8.816438256,8.763474905,8.631216957,7.791288345,9.008677811,9.435967704
Gene_281,Target,5.438310948,5.856973639,6.277403407,7.525831634,4.655856411,6.842570519,5.549149192,6.6548083,5.393009527,8.170452053,4.723964898,4.805294138,6.492095194,4.135185103,3.453439395,4.380635249,4.347278078,5.350356614,4.684218127,3.588806875
Gene_282,Target,4.816019949,5.596546582,3.656579903,6.000975154,5.707530082,6.50048062,4.67214108,5.422608451,4.126807428,4.743395747,6.946127925,9.075479442,6.551740016,8.614687716,7.316354334,6.952059097,9.460917672,8.10695823,8.33331037,8.19450927
Gene_283,Target,7.652578815,8.47491838,7.062026386,8.220911195,4.652617511,7.630115626,7.422848198,7.180887565,7.127099437,6.542374609,4.376923932,6.095647547,4.813343225,6.18148081,4.613061205,3.986518816,6.446562136,4.901509874,6.217280733,3.76799652
Gene_284,Target,5.357918034,4.684299946,6.954052056,6.307689994,5.560284844,4.493089277,5.98350079,5.721696857,3.553253942,6.187971203,8.857005905,7.812429743,10.31198146,8.952848474,7.486070158,8.931140804,8.409298429,7.825054406,4.737850666,7.568407218
Gene_285,Target,7.024289691,7.723395006,7.35263195,7.226745774,8.513210518,6.947108626,5.944319025,6.496472652,6.815731086,6.425314975,3.135382953,5.595457863,5.791531748,4.263842584,5.436223802,4.684328027,4.704613235,5.604118741,5.418114905,4.416359331
Gene_286,Target,4.268106168,5.543313021,4.000929998,4.295712775,6.38311196,5.160304203,4.556211141,3.822108638,5.717310412,4.446204788,8.096881581,9.190124283,7.780484412,9.031149255,6.853904956,6.237092701,8.32724997,9.190378385,7.473651599,7.744866006
Gene_287,Target,7.926109901,6.545388959,5.879778482,6.174235145,6.827006366,5.451183489,7.808753044,7.573994104,7.842630664,8.545539174,5.987465825,6.447998893,4.649746507,6.160468171,3.649886773,5.613491242,6.657940059,7.057419971,5.290955962,5.764511315
Gene_288,Target,3.921381004,3.466239982,4.987659144,5.292900803,4.867548987,4.197610158,3.777784631,5.941244193,6.00597991,4.84086206,9.681094692,8.015323009,8.977118794,7.328596442,8.60576613,8.660152576,8.289679286,9.090951345,7.866598034,5.99392169
Gene_289,Target,6.663264755,7.759268641,5.125895389,5.284886196,7.022794423,7.12061884,8.219051127,6.938535545,7.507967691,7.273283354,5.744498788,5.916152839,3.666296986,4.316504527,5.91867063,2.833008193,2.431135305,5.136214513,5.033536995,4.652575874
Gene_290,Target,5.848284367,6.192263315,5.993538815,4.823391547,4.972883198,5.304963374,2.873791225,3.995819114,5.796863123,5.247119563,6.697325716,9.288978498,8.489780626,7.397646546,8.011292029,8.066831736,7.702130729,7.817166768,7.851709826,8.660093459
