"Gene","Condition","Control_1","Control_2","Control_3","Control_4","Treatment_1","Treatment_2","Treatment_3","Treatment_4"
"miR-0386","Target",31.3739983540023,30.4853994283861,30.1448400393476,30.8426198439154,19.4563921842372,21.0929718962791,18.9774583961384,20.3381473713729
"miR-0387","Target",18.2931542363873,20.2464492582067,18.432036868858,19.7685150550347,28.2425445499335,29.3603801701013,29.2238330900657,30.554774652988
"miR-0388","Target",29.4178778699143,29.2314048981275,31.2215156878148,31.6691704096721,21.0934803842102,18.5087574948585,21.2766530825953,18.7714624292603
"miR-0389","Target",19.9280489780182,20.7344582033127,19.78611291961,19.8496071963822,30.1253824262306,30.4278580221065,30.4113506790733,28.2736387461334
"miR-0390","Target",29.8243517659401,30.286838523205,30.5907400116393,29.6826397158374,19.2973483595658,18.632412198404,19.2711927510802,19.8784750743571
"miR-0391","Target",19.3647939511268,20.5947026881206,20.3675012308978,18.3912615653137,30.3173318447983,30.5417046582179,29.7386730100855,29.9735042380336
"miR-0392","Target",29.5677616930463,29.7066132572134,28.9929598746327,30.4252075996399,18.7751834076645,19.4095353446729,19.0863619308615,19.1290822856433
"miR-0393","Target",19.6314443602064,19.5147474839072,19.300038120818,19.7465661032174,28.4151023919208,30.1110383675213,30.6318461589569,28.7169013079661
"miR-0394","Target",28.586899378407,32.2319971101105,30.2395072408127,30.0531929269048,19.801492544423,20.4926477611207,20.0372410610932,19.4540880476433
"miR-0395","Target",19.567523932978,19.6555152936664,19.6803306042276,19.248301126403,31.0741015234409,30.0938221556595,29.2269331705118,30.5912487349484
"miR-0396","Target",30.3502284786781,29.8624204188171,30.4008818670401,29.0936210047156,19.8011597474379,19.0008452956728,18.8161895655764,19.6686013498183
"miR-0397","Target",20.1680248012485,19.0869944693165,19.8249418717155,18.1695538791138,29.5532627480653,31.1706672747261,28.8485841023203,28.8070679799533
"miR-0398","Target",29.7801385414929,30.5346707329831,31.2361091655203,32.6537407286038,20.8008932380748,20.6714535265537,22.0279241170659,19.6990756961305
"miR-0399","Target",19.7866505944893,20.2532701496124,18.5799119551595,18.164563344572,31.8067893740383,29.4250042574896,29.5421191432069,29.0070442340106
"miR-0400","Target",30.144072596666,30.5911405224357,29.7713887621266,30.0147046935474,20.9513929149287,19.9892319229862,19.438656527823,19.9393899185535
"miR-0401","Target",19.157673653952,20.1018880836395,19.1020742158517,21.3939254452767,27.513476095619,30.4012941358107,29.5119727770391,31.9871488081498
"miR-0402","Target",29.7655365693127,30.4818373603994,30.3868939692043,30.2476724093368,20.5181198353507,21.9974137338841,20.9275088236807,20.1964241488776
"miR-0403","Target",21.7902662189874,20.58319774919,20.6503335991017,21.2450301486185,30.16110662602,30.7254906914576,29.7255197818677,30.1248360653961
"miR-0404","Target",30.0396426273275,29.3602669624677,32.0346532189299,29.4411024006112,19.644220589328,21.3244173903574,19.979377770771,21.1681264271892
"miR-0405","Target",19.3926428790852,19.9871583406946,19.7490631215736,19.0308863595933,29.696688046633,29.3447328603348,30.857447324947,29.7090164169764
"miR-0406","Target",29.9172187955557,29.1721553071952,30.2151990056109,28.3880636430964,17.0501282157168,21.8801063432658,20.7572616974227,20.6347286340604
"miR-0407","Target",17.763491734197,20.6771291170272,20.5198142705781,19.9223449586,30.8250387626537,31.1205690307062,29.8778364008131,31.9453370776588
"miR-0408","Target",30.9883626994998,31.2243853812858,29.6848823851674,29.8688771443385,19.0774145775461,20.4073690854804,20.2640114343805,20.0912835539417
"miR-0409","Target",19.3193125711342,19.768030504869,21.9851117827646,19.0708406428948,29.5939097673738,28.5965674461875,28.7592709324241,29.7132347985648
"miR-0410","Target",29.6087126982129,29.3830984357674,29.2261556904671,29.803373076781,21.1340205431204,19.6421988144733,18.7167961363769,18.9309481954993
"miR-0411","Target",17.9956523509289,18.2894836777819,19.252579817237,19.0235845387656,28.8509738893989,31.9892436538074,31.7511310826985,32.564409300613
"miR-0412","Target",30.7764959015413,29.8387514551607,28.9567393055494,28.8992337378638,19.5031260525292,21.2805209265965,20.6664705623391,20.8895001972723
"miR-0413","Target",19.8128785722634,18.4463636570741,20.3264026717796,19.7853880279355,29.6960416928507,32.1841732283923,30.8696912832186,29.7715937963127
"miR-0414","Target",28.0965535804767,29.7133585292762,30.9903889201002,30.3728209927142,20.2721073680155,21.0450936391281,19.8309900127852,19.6541979747832
"miR-0415","Target",19.746033866331,20.7345129274607,19.7306518690357,20.7603011424391,28.7718163806414,28.728934978618,30.1273836083064,30.760383157988
"miR-0416","Target",29.5923470839778,29.422578655082,27.1606238330911,30.374320874221,19.0971450212572,20.4025749061831,21.4272117229534,19.5040809540727
"miR-0417","Target",20.6967253815539,19.8474542267024,20.3686046357117,18.8442006147204,30.4178235949281,31.304961544449,31.7967118556211,28.8126193451429
"miR-0418","Target",30.5336850083572,29.4919758292342,30.5227206281037,29.8215361375436,19.7519667343985,20.6820994967397,20.7462015267358,20.2790770377861
"miR-0419","Target",20.4640493820463,20.3784604125333,20.278374001553,20.091230160107,30.9156102257648,30.7098992922553,30.793932838572,31.1069684984941
"miR-0420","Target",30.5493373330146,29.8470016713053,28.9105295767547,29.5119675461984,19.1300450826992,19.7014914130247,19.4747054273596,19.803314184123
"miR-0421","Target",18.9761000817258,19.377697883426,20.3555871570779,20.2136059535026,29.5959303184279,31.012822332051,28.3588705586669,30.4827586085604
"miR-0422","Target",31.5698305671206,29.5921522417514,30.3875849180408,29.4417119966757,19.9779849637599,20.8156034621224,19.0859855186064,19.4451792022509
"miR-0423","Target",20.5322233473848,20.4157096897245,20.8068591818123,21.2527481968965,30.7698527417815,28.9223673927868,30.153781366544,29.600912579751
"miR-0424","Target",29.9941425018872,30.9173623553891,30.2761554438693,30.1551883602089,19.8798852546022,20.397018504857,18.8213748114419,19.5784519759929
"miR-0425","Target",21.6165760360428,20.6161228432977,19.0382059732352,18.7714433406507,29.0406697464107,30.5801568565633,30.4331589645826,29.4314176968589
"miR-0426","Target",29.6313156591011,30.9782280695256,29.692926390034,29.9415907201548,20.3525337471587,19.8176723694911,19.2649735955972,19.5870587248436
"miR-0427","Target",18.9189995648013,20.4693126160077,21.3320401225175,20.2442626358691,30.8127292261938,29.3488649750657,29.8596912237364,29.8638878434064
"miR-0428","Target",28.5693593749008,30.0888929425311,30.479237258969,30.6834064555388,21.3156540407747,18.5273505632225,20.6176514590206,20.7170740728326
"miR-0429","Target",19.7899741919752,20.6024593327486,18.5854675252583,20.2143946739408,26.8709118086083,30.3120583031455,31.6015634550043,31.5419870277082
"miR-0430","Target",27.3403306202641,30.5350268426841,29.650279005653,29.9749919419035,17.7838665442865,20.3850405011751,19.4732793122571,20.3738894888989
"miR-0431","Target",19.8087817996434,18.9745624446277,20.3331963361072,20.5950690713111,30.0543192874307,30.5671015874381,29.535989371264,31.28480081506
"miR-0432","Target",29.6420277181943,29.4203481101541,31.0415927824806,31.1148821810779,20.6806556371011,20.2205066599261,21.5948859846481,18.9893591060865
"miR-0433","Target",21.1377699929415,21.7143938344849,20.0546095741367,20.5857220039454,30.6097021936426,31.1935820083104,29.1411895733792,30.895706193349
"miR-0434","Target",28.2910529338311,32.0769035453901,29.4286602407046,29.6838090345133,20.2588851766498,18.7496879397963,19.737105156764,20.0614874404656
"miR-0435","Target",19.6600325118219,22.0262940613445,18.2132393490436,19.8946115843581,31.1788472885933,29.1638351955365,29.861048878194,31.9432848967731
"miR-0436","Target",28.1326544023496,29.1964021348419,28.8015914374219,30.6295213842899,19.1338714770394,20.4678056029668,19.3541936177934,19.8474744403415
"miR-0437","Target",20.8562148793766,20.1370037536285,18.0592945460336,19.4641125325388,30.7135950976766,31.8601483196388,28.885173855025,29.7713789639105
"miR-0438","Target",29.9184101201451,29.2674335126378,28.6173671769442,31.8387966003441,21.4783344594172,18.5932132833922,18.1160278678721,19.7226337723927
"miR-0439","Target",20.4304278051913,19.8712133319453,21.1292645954138,19.7534715069889,28.8344521842093,31.5198822929504,29.7659732561874,29.7160264129611
"miR-0440","Target",29.736841715879,30.0560043037582,27.6813381103332,30.6832971320178,20.7212318987116,20.6292451908109,19.5888743798235,20.0993084268809
"miR-0441","Target",18.5650873283555,20.3597803542705,19.1829446429452,21.3168929248586,29.0741764320092,27.9409146170645,30.172659183963,28.3694438673541
"miR-0442","Target",29.0721533808907,30.8040322901425,31.8723317486393,29.7373219099852,20.9716512976806,18.622636138308,21.7305013142839,19.9949128185449
"miR-0443","Target",19.2201197565805,20.3975439214156,19.1907510632929,20.0503230302486,30.1017720417218,31.1691235460632,29.433408906103,29.6246597116764
"miR-0444","Target",30.1239935389961,30.8973744777333,31.8955969931734,31.5821864556704,20.9602553537832,18.0969230228955,20.9473247538752,20.753420372173
"miR-0445","Target",19.3022028729782,19.4350697889657,18.630849655058,19.9874530252204,30.0906300156783,28.2464495393554,28.418662367025,30.1744850774174
"miR-0446","Target",28.9731160616323,29.7007836776305,31.0077166861106,29.5740887987166,20.1270643148269,20.6157710245832,18.8753422889789,21.2426770219452
"miR-0447","Target",20.9170153572797,21.2729652929945,19.5737988970998,18.5356804103986,30.5111629497809,30.6185322517842,32.5403686238564,31.71949292605
"miR-0448","Target",29.5351172354863,28.993222709807,30.6209889634439,31.9932424925434,18.8168660344917,19.2194983914135,21.7476949879024,21.837186982167
"miR-0449","Target",20.1945564144465,18.3797697157616,19.4574294725768,21.167418840475,32.1537335748773,29.9841234598275,29.368554866036,30.3052873162495
"miR-0450","Target",30.1448786038921,29.0906646938095,30.5918841737192,31.3904443077912,20.0131204272855,20.6257502005599,20.2520850331973,20.4615660938109
"miR-0451","Target",19.7863769095901,21.1978760579136,20.2318031334419,19.4971585480493,30.6304571304871,30.9572975257809,29.9255171368583,27.3218355891791
"miR-0452","Target",31.6361643865873,29.2493694513636,29.6508560923762,31.618630739795,18.1019601114978,18.8934556395689,19.2505492912486,18.6871186298721
"miR-0453","Target",21.1032883239647,21.2644961336435,20.5008761311005,19.5605941742731,29.5763200243879,29.4319269277927,29.4752936337182,30.48282559387
"miR-0454","Target",30.9092633653928,29.5434223129812,30.3189903989669,27.6142072491051,20.0758369731576,19.1215581436251,21.0985331798031,21.1858244076337
"miR-0455","Target",17.803504618896,20.9223175184721,19.4342716062822,19.8360589783222,30.8985008270154,30.689167319023,29.1809767546573,30.3200667569762
"miR-0456","Target",29.5329247687841,31.2518553360465,28.42852741447,30.8197544520824,21.3910960881963,17.3904749908142,20.6477465969605,19.6370204179285
"miR-0457","Target",20.110221751018,19.7299258524402,20.6920973069337,20.928280305472,30.5931301013397,29.8937072311775,29.5758708711311,29.8596862479812
"miR-0458","Target",29.7727088486882,30.2050619382332,29.1754045114563,30.5845805836785,19.0017013341297,18.5157184938728,20.2577774830875,20.4152900040588
"miR-0459","Target",21.0254195729126,20.7260760679209,20.2197873761464,20.6915996117961,29.0195022646289,28.8593902961385,28.7845120032052,30.0447285363233
"miR-0460","Target",30.6614703746809,30.9063922471426,31.4837014530501,30.3292005875748,19.8718085506558,19.3387230570104,20.2540682196467,19.9356447251968
"miR-0461","Target",19.6748706833378,19.3229769347174,18.9941351019713,19.0170530019732,31.4688303618379,30.2506178332935,29.5699282433667,28.4208089204402
"miR-0462","Target",30.1928637369106,29.5026999448196,29.9141084486578,29.7928512447102,20.7760553887025,19.9313647409472,19.8219985829693,22.3728384785312
"miR-0463","Target",21.0872041975773,20.1300182313019,19.268802003372,21.1791296835531,29.0673504438072,29.9519358267723,30.852585748521,29.5886878846741
"miR-0464","Target",29.6327901760913,30.4403091414031,30.1394711326309,29.7507473879911,19.7906259650582,20.2508992258031,20.4667286674139,21.294261815953
"miR-0465","Target",19.5807677206596,21.3166594512836,18.5347836431571,19.3549134301066,28.6470981504965,30.3094415617437,30.4208613807234,28.6339745814146
"miR-0466","Target",30.0478644721568,29.0861337257902,30.4938428550942,28.4450861605881,20.8647173158229,19.9555920676316,18.9640573062585,19.9170778879872
"miR-0467","Target",19.734332974861,19.6355386259008,18.5026509084341,19.414789844031,29.826672377178,28.5167477927179,30.3023613851827,31.373116386059
"miR-0468","Target",30.7820872003459,29.2014670424749,29.3431337828648,29.5343077455197,20.6058934153869,19.9604804627486,19.0549434972078,18.4880153894155
"miR-0469","Target",20.5592971629786,18.9560365496251,20.4970120724378,20.0730709155814,30.7217710149431,31.0941715010497,28.5767056105024,31.0223036575445
"miR-0470","Target",30.6878150789209,29.6925451103391,29.9802509444296,30.4883983857016,20.6605008103541,18.2859566726855,21.4588569811073,18.5921045166361
"miR-0471","Target",17.9188358807311,20.9542393856503,18.4884077455468,19.7758568659673,28.6534711044886,28.2054156906523,29.5578860039495,30.6471120244989
"miR-0472","Target",30.3158993801177,29.3575261836808,29.9842429529292,29.9013048525025,19.9764755114386,19.5539617048068,20.3609499026103,18.9172974890086
"miR-0473","Target",20.3775173957746,19.6605922955208,19.6644014079718,20.7058040936338,29.5724281779819,29.0146497484624,28.7969616584878,30.6690327433647
"miR-0474","Target",27.666712622661,29.583084426437,30.1814563876457,28.6250395918481,20.0069629587237,20.6702400189342,18.1755714126901,19.1127860411436
"miR-0475","Target",21.7622624439838,19.3453755785273,19.0339055400712,19.1422814382498,29.5656806004201,30.1859198862532,29.2963327330846,30.2017195991675
"miR-0476","Target",30.7019527472755,30.3361815122201,30.7498257012954,29.1991176648114,19.877258606936,20.6642885915014,20.0549578832348,20.2126950338414
"miR-0477","Target",20.0508606797201,20.1829168506696,19.9753270716282,18.9006090017891,30.1739993310725,29.5446332776507,31.4357788618015,29.4704098303871
"miR-0478","Target",30.1521513960719,28.0267386759038,29.3411212392988,29.1715473511173,21.2317035430671,19.8489140490648,20.1449562746565,20.300296912049
"miR-0479","Target",19.4688885207353,20.300715141684,21.5066240405198,20.6169927099568,30.714400058203,29.1654771742481,30.1790475392768,30.2933464367153
"miR-0480","Target",29.3448983699084,30.1174205483359,31.9735280903994,29.0254667680386,20.5529476512078,18.9261788702477,20.3519967692804,18.958175224259
"miR-0481","Target",20.5903511516859,18.7315601012012,20.0204776647071,21.3413162587743,29.7775259125506,29.8936024057964,31.4041903117898,32.0362965531615
"miR-0482","Target",32.4831051127067,29.6063746755696,28.944863409341,30.6511543424175,20.4355954442568,21.2852082343666,20.1502133676837,20.160819359449
"miR-0483","Target",21.5137586344332,20.161990769975,20.6822351269443,20.4845175449986,29.9555280796085,29.4651888367697,29.6624521564776,28.051473031877
"miR-0484","Target",31.278455016499,28.404889170792,29.4092995166903,29.6296689542702,21.2055283566879,20.0578507042482,20.9442252893768,19.7057681505074
"miR-0485","Target",21.6713684484401,20.4869978183569,20.5472942173681,20.877530983969,28.5177677472711,29.989475987599,30.2144242485436,29.2332707516632
"miR-0486","Target",30.0121705199651,29.2786596691516,30.2197474296796,28.2151717767781,20.2844095886735,19.3637265064714,20.9393398974119,18.0268895018468
"miR-0487","Target",20.0425133093059,19.7790903575375,20.9405236131284,18.4199888911872,29.451268984935,30.7118615173619,30.6128736225985,30.3563341075989
"miR-0488","Target",30.2885703072689,28.3314582859724,30.8510621971785,30.2157760634501,18.1852929147031,19.8265486698479,20.953767761272,20.7037875844778
"miR-0489","Target",19.3687150495974,20.9075917682099,19.6030366742664,20.3819589654535,30.9285327011427,30.3905760887682,29.3472974512528,30.8199823668146
"miR-0490","Target",31.4774300857833,29.0708035662074,29.817805666814,31.0036584716744,19.1480081118713,18.2806241970368,19.5053009646952,21.0664897774583
"miR-0491","Target",18.6381523672565,19.7516961693992,20.9619300781486,20.0469274542718,30.566919054335,31.623980160049,30.9007712114552,30.5911906514726
"miR-0492","Target",30.4909864081838,28.8415833963634,30.8391968934399,30.542106621872,20.4036207342723,20.057200343775,18.7289521168988,20.1535937519767
"miR-0493","Target",21.2549560952176,19.388287040152,18.1991507525232,21.8380278701859,29.4357220632137,31.1403566006524,30.6240534704728,31.6577361002456
"miR-0494","Target",29.9579094154527,29.699555471827,31.7322579791517,32.1565298233995,20.3185188803513,20.1698470455234,20.7423494982911,19.3274633095905
"miR-0495","Target",20.4978261523874,19.0103879978593,19.7025203855877,20.7948835338317,29.2370465898246,30.8508606236314,30.5021790596861,31.4337425355161
"miR-0496","Target",32.1656629893547,29.4246242424295,30.3906388326034,31.5586637810959,20.1990454277266,19.3461869986803,19.0024291945848,21.4004443032093
"miR-0497","Target",22.599491705684,18.9526997169891,20.1105373040221,18.4319308543857,30.0696712063142,29.6928201352477,29.9879467137463,32.8948543908047
"miR-0498","Target",28.6013195215403,30.4321134017065,31.8326577167114,29.3889774565841,19.1806572868398,20.0483094604458,21.3005513699564,19.656875159595
"miR-0499","Target",18.9742087292217,20.0705485417926,17.9821807318893,18.5245448790129,31.086462798091,30.4588155744424,27.826003570036,30.6176162572229
"miR-0500","Target",27.6952046475511,29.5530312881549,30.2994906769587,28.5715254132754,21.2674974840329,21.2145057899453,19.3251440689572,21.1210219098825
"miR-0501","Target",20.19654977656,20.6501131886673,20.671004187902,18.7158422348678,27.9738904172105,32.2053260643708,30.2313899299112,30.3756422601848
"miR-0502","Target",28.8070314817019,31.1325498418101,31.8394767949516,31.5278701045484,17.9763729772422,18.9594920013667,20.0977916017905,20.6968407993857
"miR-0503","Target",19.4561114833899,19.141450698056,20.2297859363358,19.0573568483925,32.0435043021044,28.1745046001002,30.5087922074001,28.0036727932698
"miR-0504","Target",29.5056770828121,31.4843372841576,31.1217685743214,28.6001393519001,18.5239019637055,20.0581058397408,19.0470233612537,20.4057701148287
"miR-0505","Target",19.0160615161048,18.3898769840301,19.5698312321032,18.7757893672033,31.0866419673221,29.6651944196189,29.9621592960999,31.3805913298925
"miR-0506","Target",31.8578212424169,29.9470497821875,30.33333620078,31.3090976820364,19.8255377551533,18.9563741348928,20.9942003661615,18.4753654603702
"miR-0507","Target",19.7547468708502,19.5978449221765,19.4772556636323,17.2463912458509,29.4130997577927,31.266312930726,29.5311293449667,29.3809568147921
"miR-0508","Target",29.3338605172615,29.1252607062991,30.146021703841,30.5927807080876,21.4487057501066,18.4339087114924,20.3953533306837,19.8467660400368
"miR-0509","Target",20.2852860185723,18.9682827315737,20.0455114176114,18.8463862128623,30.6597032763879,29.053810183269,30.0635472785679,27.8727673230708
"miR-0510","Target",30.3269668610931,31.1077228977016,30.7661628767749,31.0536729823113,18.6440572015385,19.8306986134266,19.9302990119816,20.7201956486952
"miR-0511","Target",19.8322181234614,19.7967210839848,21.6781282501124,21.0909351280286,28.2435553703282,29.6153892070051,29.0078418126022,32.9715850332843
"miR-0512","Target",29.5056654686537,31.1480397834392,30.0962712490459,30.1088302101448,20.4952369490377,19.857356502331,20.8329369960596,20.5598237734838
"miR-0513","Target",18.3149040542925,19.444387687416,19.4766468766894,19.4938956736662,31.0652848852198,31.4870270343743,29.0781990507129,30.5414354657026
"miR-0514","Target",28.8302320739702,29.4429196233124,30.2984655436281,29.8110772108855,19.3195497968772,18.7425514582632,19.6882334633132,20.0524980457692
"miR-0515","Target",20.562233812465,19.1241831766375,20.5867559627909,18.8361604291284,29.4538879779201,30.4503771698686,29.3074845258148,29.2204038910347
"miR-0516","Target",29.9526673400794,30.0354345655918,30.9344819587375,29.7666139797443,18.2992119170002,19.3441619011864,19.3695295316524,19.067672410696
"miR-0517","Target",20.32190370221,22.5017650960598,20.7941674714201,19.8451604402937,30.5036671840797,31.4427682407669,29.6907328228298,30.6644804705259
"miR-0518","Target",30.5618991164594,29.8773651742049,30.0565460066373,30.6518910030124,19.9737613570035,19.6604910038767,19.4060100199189,20.2909620760369
"miR-0519","Target",19.9449780022931,19.6282617228066,20.1765884696593,19.22693307801,29.1975803916509,31.3735661326631,29.1186439373194,30.3157880605274
"miR-0520","Target",29.0316134213617,29.7693903535046,30.3903622821335,28.9904632158214,20.595038671127,20.2189152285756,19.6833937093554,20.2454665424025
"miR-0521","Target",20.0750448352632,19.1603499662309,18.6029360797923,20.1061317687821,28.9952788299076,29.9647800106353,28.3519238345163,29.0709675101125
"miR-0522","Target",30.2721108141936,31.0453227945903,30.1692785492152,29.0055650174198,19.584662601676,21.0936361266673,20.5186842575679,20.7870403389894
"miR-0523","Target",20.9967009537899,20.3774679772211,21.1093799976364,19.0267860442644,30.2996452558058,29.6605176786735,30.2017388950915,31.3253979709255
"miR-0524","Target",30.5037934820228,29.3703633062079,29.6498458870828,29.0486613731919,19.910185748751,19.5004031019213,20.7915726949634,19.5072723957063
"miR-0525","Target",20.7103147110119,20.7207301338674,19.5646697839353,21.4264917430963,30.0269243053279,29.347181577954,30.0743993511919,29.009037481528
"miR-0526","Target",30.6509932795695,29.10483201189,31.2929929350095,27.9257934143038,18.8875398777064,19.66165410754,19.2993024800293,21.3469451713246
"miR-0527","Target",19.939574028074,20.3548044156248,20.7073695573312,20.1528779513571,30.9610100376358,30.4397162268721,30.6982138041893,28.5139925356451
"miR-0528","Target",28.8736782659291,27.7735925140134,29.7467271362561,31.4317564961981,19.021597167784,20.3150632222483,20.440956164187,20.2385263992905
"miR-0529","Target",19.7157773855578,19.3818559573765,19.3632320393954,20.0174532471597,31.2996384110878,29.2064925148561,29.877465612887,30.0992681566008
"miR-0530","Target",30.7914134901068,29.7686718829757,30.6377173074253,28.5032671919252,20.7183996554431,20.0963710077702,18.9043547256715,17.6696413636782
"miR-0531","Target",19.6346633650687,20.6688607321261,20.3190552959183,19.6358336102146,30.0500653563276,30.1559906019,29.2475894738051,30.0545550789314
"miR-0532","Target",30.1122685469682,29.2771685395518,30.1981955638145,30.3105603138377,20.5263236017057,20.7110465220197,20.4103106132594,20.301398927192
"miR-0533","Target",19.9045699035377,20.4487603052257,18.7307549578888,20.6542701930415,29.4650906253696,32.3375288226827,29.4036619410751,27.1123701709511
"miR-0534","Target",31.3720853008714,29.4013476183212,30.5929509178596,30.2257420698033,21.0963120621381,19.0967339760767,18.8109384087521,21.0649690001789
"miR-0535","Target",19.0414325324941,18.4663058821269,20.7779694950099,19.9347417244096,32.2782042243889,30.3436096226347,29.6469072596387,29.3728154501052
"miR-0536","Target",31.6846086733037,28.7850721157685,30.6169620453109,30.5616800152463,19.4271940683604,21.5357178798243,19.2523445355316,19.980528142144
"miR-0537","Target",20.3876284039165,22.3231259734654,20.6151522383148,21.7315480291321,29.2714373767978,28.2545596932165,30.8893567851826,28.3715310003139
"miR-0538","Target",28.6577896361054,30.6107702022383,29.9442233733314,30.8470192816597,21.4331747412678,20.9127448826606,20.3823299811069,20.5520186136286
"miR-0539","Target",20.1448266518381,21.7083922857253,20.0523893824521,20.8071438319356,29.0598837198075,30.0392422368473,28.0023726718159,30.138729601683
"miR-0540","Target",28.5117232338603,29.8671256155717,29.7598831257163,30.9720192775918,19.3577685491153,19.3358215568525,18.026986289175,20.6203817007503
"miR-0541","Target",21.0886716182506,19.7739227610524,21.4802379395133,19.5902439445584,28.997677958016,30.2291453992737,30.6862845394945,28.5064796273578
"miR-0542","Target",28.3643665983173,30.0464198809006,30.4804352871293,27.6555136256437,18.2938125004575,20.307769939615,20.8887344572167,19.6190644105695
"miR-0543","Target",21.2004223705862,19.3862135823718,19.8333041873919,21.3497427411458,29.9184426374239,30.0258731020851,29.1001292929354,30.0670106043901
"miR-0544","Target",29.3557344153008,28.2005604830577,29.0295081279608,29.7613509094108,20.1636317459771,21.0680358963444,20.038534226822,19.8725932756708
"miR-0545","Target",21.1061333896931,22.4150563930586,19.9145622503688,21.1779855905376,30.4861828648799,29.9239540216264,28.079114950049,29.032447254497
"miR-0546","Target",29.443256067699,28.8897928162565,28.8387500603936,29.5870745150499,20.9518894344804,19.0798194734985,20.118175117961,19.7970072046402
"miR-0547","Target",20.793099799155,20.038436841476,19.831837008182,19.4158105910144,30.8918986665178,31.1393330760485,30.0194424834681,33.2717827509415
"miR-0548","Target",29.9970067878265,32.9238239501318,29.8661204779347,28.4292929378332,18.5752334198292,19.1285300569122,21.4784079824426,21.7033233021262
"miR-0549","Target",20.3976085929613,20.3084952925681,19.463044707362,19.3233244036321,29.2820968978404,29.129450005099,29.4600775501517,29.3773102320414
"miR-0550","Target",30.5285374495626,30.770818671694,31.6031807544351,27.5513786463708,20.4951196818993,19.6815315217107,19.7336093974497,18.3582958900618
"miR-0551","Target",19.9671219451941,19.2239928945093,20.3557594282479,18.8871908158071,33.4459919781998,29.217901132992,29.717796688668,28.7712338086884
"miR-0552","Target",29.6748270034362,32.1342546054083,29.6131079170687,30.610203857819,19.0602202248641,21.538363588016,20.4683515981661,19.2833669723011
"miR-0553","Target",20.230438944862,19.6131363086862,20.5087084665078,19.1906034026553,30.4632158596834,31.583178361004,31.2627616279684,30.304992512785
"miR-0554","Target",30.3336766348142,30.4215030089387,30.8983797556426,30.3859271468616,20.6060901173083,20.6378115275228,20.2277938437113,20.7204494240807
"miR-0555","Target",20.0578393567246,21.0112863862602,19.5717486272673,20.1937709422372,30.0324641118562,28.9258454458563,31.198825989738,28.8375667865993
"miR-0556","Target",31.3051292211624,28.9315335242825,29.0179165344169,30.8608884910747,19.9182550728321,18.1548091606964,21.5034203821338,17.5114725691962
"miR-0557","Target",19.3074739786797,18.4796606567237,19.432032497886,20.0886811291311,29.6664592245098,29.4211458500897,29.8362041442708,30.269165410758
"miR-0558","Target",29.144240417913,27.9251437733492,29.074154135712,28.0956422087258,20.6353387338661,21.8701583879293,18.8545380615187,19.1145645558295
"miR-0559","Target",19.1244660993128,20.7883904563416,20.0313446839742,20.4889478159439,30.7714698786912,30.2478346086691,30.4478316381383,28.8374347347785
"miR-0560","Target",29.9382117178962,29.3838965354331,28.6951706963724,28.8310156569736,20.9376095477172,18.6994530129641,19.5956719732383,20.9825650492253
"miR-0561","Target",20.3292594931514,20.6523472334544,20.3313793581148,19.851124662827,27.8002824220404,29.3911614851035,28.6216920299325,29.6219157141318
"miR-0562","Target",32.054107073117,30.1382254032639,29.2808537222466,30.8886924406555,20.4913729284747,19.9196499308942,19.7723687494753,19.8545144167695
"miR-0563","Target",19.9285799744247,20.6195302446489,20.1276566762469,19.372623354302,30.8343714939379,29.3015960516884,31.3092404821887,29.0198223731116
"miR-0564","Target",30.7479851027455,31.2577966206808,31.2221833523778,29.8878391572995,20.6922001429342,17.8623585001449,20.4442359840402,19.8907131256421
"miR-0565","Target",20.5998246557824,20.1087590736884,21.2947968986168,19.8293492443419,30.7337395186961,29.8940439183808,30.6557625719512,28.7687339066307
"miR-0566","Target",30.6065695140392,29.6104095437681,30.394815020131,29.1246814512225,20.5416409121258,22.9915253273313,21.5405205064859,20.9803787949048
"miR-0567","Target",19.3809850316183,20.324860466267,19.8416616690539,18.0148711051931,29.7598321029026,29.6834619537327,29.9103696841277,29.467993006293
"miR-0568","Target",30.6518289597631,31.9185805797029,31.1556571513438,30.6601851791685,20.0550690875835,20.0757323802746,21.1575225818132,21.2816488993977
"miR-0569","Target",19.4080531429023,20.9498033495032,18.8168902149257,18.8073413952213,31.5957833347943,30.0369392685018,30.0337820994333,30.979023019684
"miR-0570","Target",29.8033434138542,29.1533356125175,30.1383573249862,28.2913666639703,19.52753389646,19.8432598390658,18.5574373152044,20.1847643359377
"miR-0571","Target",19.2672668973561,21.1140775332347,19.718957963527,18.9089997233518,30.2392227377373,29.9467823159425,30.0403178822322,30.2154547443462
"miR-0572","Target",29.6059789998641,29.673409126206,30.6480038183549,31.626737016297,18.0743062265037,19.8643195874855,20.9796823049288,18.8207880678993
"miR-0573","Target",21.1668133745567,19.6207725847027,20.7077521214173,21.4737657781017,30.8985768333563,31.2143150230654,27.7921729416102,28.7266371963452
"miR-0574","Target",30.5814666578893,29.0892192018078,29.448125504499,31.3842222466447,20.116494123723,20.0453178784832,19.7544143679844,18.4021044812836
"miR-0575","Target",18.1194260349716,19.7822337561696,20.3547387949361,18.681055218847,28.1922199028434,31.2755091369191,30.5069983511192,30.4820948716897
